,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,2.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
4,8.0,32.0,34.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0
5,7.0,28.0,24.0,21.0,5.0,4.0,2.0,0.0,0.0,0.0
6,3.0,10.0,8.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0
7,0.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
9,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
