,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,2.0,15.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
3,5.0,49.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0
4,13.0,38.0,14.0,4.0,3.0,1.0,6.0,3.0,0.0,1.0
5,14.0,40.0,14.0,7.0,8.0,5.0,7.0,4.0,1.0,2.0
6,13.0,36.0,7.0,7.0,9.0,4.0,2.0,1.0,0.0,0.0
7,6.0,20.0,4.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0
8,7.0,7.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
