,xedges,yedges
0,0.4,3.0
1,0.49,4.3
2,0.5800000000000001,5.6
3,0.67,6.9
4,0.76,8.2
5,0.85,9.5
6,0.9400000000000001,10.8
7,1.03,12.1
8,1.12,13.4
9,1.21,14.700000000000001
10,1.3,16.0
