,0,1,2,3,4,5,6,7,8,9
0,,,,0.0,,0.0,0.0,0.0,0.3333333333333333,
1,,,,0.0,0.00684931506849315,0.008051529790660225,0.002657218777679362,0.0038420162901490703,0.0021183116271771534,0.0004698144233027954
2,,,,inf,0.007751937984496124,0.011401743796109993,0.010319174466042717,0.011723593732386428,0.006224737267582861,0.0015827793605571383
3,,,,,0.007246376811594203,0.013118062563067608,0.01453584407003634,0.005759078547432411,0.003437269825681316,0.0012437810945273632
4,,,,,0.0,0.006097560975609756,0.006813020439061317,0.002006688963210702,0.0005198405822214521,0.0
5,,,,,0.0,0.004878048780487805,0.003883495145631068,0.0,0.0,0.0
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
