,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,,,,0.02247191011235955,0.011627906976744186,0.0023180343069077423,0.002403846153846154,0.0017322444939371442,0.0
2,,,,,0.021164021164021163,0.025486250838363516,0.01919846412287017,0.009581783338969677,0.004688763136620857,0.00048146364949446316
3,,,,,0.056179775280898875,0.035317860746720484,0.02312520647505781,0.007838745800671893,0.002332433095998036,0.0004452359750667854
4,,,,,0.0,0.012578616352201259,0.0109204368174727,0.0017241379310344827,0.00035874439461883406,0.0
5,,,,,,,,,,
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
