,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,,0.1111111111111111,2.0,1.0,inf,,,,,
2,,1.3,0.3880597014925373,2.4,4.0,inf,0.5,,0.0,
3,0.16666666666666666,1.3846153846153846,1.2710526315789474,1.546875,2.5555555555555554,1.2222222222222223,1.2857142857142858,0.16666666666666666,,
4,1.0,2.9559748427672954,1.6337386018237081,1.4427244582043344,1.4823529411764707,1.3389830508474576,0.3333333333333333,0.23076923076923078,0.0,0.0
5,0.23488372093023255,0.6412451361867705,0.7347611202635914,0.7568493150684932,0.4896907216494845,0.7157894736842105,0.625,0.05263157894736842,0.15384615384615385,0.0
6,0.1506849315068493,0.3064066852367688,0.27630522088353415,0.5216931216931217,0.3440366972477064,0.36153846153846153,0.2727272727272727,0.23684210526315788,0.16666666666666666,0.2
7,0.08,0.22560975609756098,0.17670682730923695,0.41080196399345337,0.3368421052631579,0.3076923076923077,0.12244897959183673,0.3055555555555556,0.16666666666666666,0.6666666666666666
8,0.0,0.20689655172413793,0.2538860103626943,0.3920265780730897,0.37254901960784315,0.13432835820895522,0.16666666666666666,0.4090909090909091,0.13636363636363635,0.0
9,,0.1724137931034483,0.19753086419753085,0.39855072463768115,0.43283582089552236,0.14634146341463414,0.14285714285714285,0.06666666666666667,0.0,0.2
