,0,1,2,3,4,5,6,7,8,9
0,0.0,0.03898635477582846,0.019193857965451054,0.0,0.2631578947368421,5.443037974683544,5.864661654135338,3.277310924369748,4.693877551020408,10.0
1,0.03637465898757199,0.04410354745925216,0.028136378682555443,0.08398197460057352,0.5686345526982977,5.353658536585366,0.7206652294425623,0.1166115062319555,0.06520134037598682,0.01734906315058987
2,5.217391304347825,4.146341463414633,3.888888888888889,5.7142857142857135,40.27027027027027,91.6470588235294,4.709056780854058,0.4407535563244906,0.09756733356297653,0.011581807652902133
3,inf,inf,inf,inf,inf,inf,64.68085106382979,1.0034668721109399,0.0754667881074751,0.011734793663211422
4,,,inf,inf,inf,inf,140.0,0.8036454018227009,0.06452480172066137,0.0
5,,,inf,,inf,inf,inf,0.9947643979057591,0.0912280701754386,0.013513513513513514
6,,,,,inf,2.0,inf,2.75,0.14218009478672985,0.0
7,,,,inf,inf,inf,inf,0.5263157894736842,0.06097560975609755,0.10869565217391303
8,,,,,,,inf,,0.0,0.0
9,,,,,,,,0.0,0.0,0.0
