epic,apogee,gaia_source,camp,ra,dec,glat,glon,ev,teff,teff_err,logg,logg_err,meh,meh_err,feh,feh_err,alpham,alpham_err,alpha_flags,vmag,vmag_err,jmag,kmag,jk,j_k_err,numax,numax_err,dnu,dnu_err,fdnu,fdnu_err,fdnu_flags,kappa_m,kappa_m_err,mass,mass_err,kappa_r,kappa_r_err,radius,radius_err,para,para_err,ecc,ecc_err,ang_mom,ang_mom_err,tot_energy,tot_energy_err,gaia_binary_flag
210866727,2M00584045+1122430,2582720141830178304,4,58.854787,20.879545,-24.53,170.55,RC,4794,8.4,2.46,0.023,-0.111,0.0061,-0.112,0.0072,0.052,0.0056,1,12.12,0.7,10.17,9.44,0.73,0.027,32.66,0.754,4.3,0.087,0.997,0.0022,0,1.16,0.124,0.88,0.128,10.47,0.487,9.54,0.444,0.29,0.021,0.715,0.006,-0.255,0.12,-1.386,0.0166,0
247374311,2M03552514+2052463,51574280825672832,13,72.571246,21.187702,-14.7,179.27,RGB,4802,9.0,2.56,0.025,-0.309,0.0067,-0.31,0.0077,0.079,0.0065,1,13.36,0.768,11.17,10.35,0.82,0.027,52.87,0.472,5.8,0.035,1.026,0.0008,0,1.5,0.054,1.14,0.053,9.34,0.14,8.51,0.128,0.65,0.019,0.19,0.0011,-2.481,0.0138,-1.13,0.0033,0
205918843,2M04501709+2111157,3411881170509695488,3,333.78893,-17.468777,-52.75,39.62,RGB,4640,9.1,2.38,0.029,-0.474,0.0081,-0.479,0.0093,0.25,0.0078,2,13.37,0.947,11.59,10.91,0.68,0.033,36.16,0.255,4.63,0.061,1.038,0.0015,0,1.18,0.067,0.85,0.073,10.03,0.274,8.99,0.245,0.54,0.018,0.157,0.0019,-2.491,0.0169,-1.134,0.0038,0
211099475,2M22150934-1728075,6825820686913649664,4,58.536894,24.552763,-22.09,167.54,RGB,4784,10.4,2.86,0.026,-0.019,0.0074,-0.014,0.0089,0.012,0.0065,1,12.14,0.876,10.39,9.72,0.66,0.033,105.33,1.302,9.24,0.075,1.019,0.0009,0,1.84,0.091,1.39,0.088,7.33,0.15,6.67,0.136,0.37,0.019,0.276,0.0031,-1.277,0.03,-1.397,0.0026,0
220665614,2M03540885+2433099,66623262115800192,8,20.358246,10.567042,-51.61,134.85,RGB,4609,14.4,2.14,0.043,-0.757,0.0133,-0.759,0.015,0.267,0.0135,2,13.22,0.988,11.37,10.67,0.7,0.035,14.52,0.446,2.32,0.044,1.044,0.0024,0,1.22,0.145,0.87,0.131,16.05,0.784,14.33,0.7,0.93,0.019,0.2,0.001,-2.069,0.0036,-1.218,0.0009,0
211079943,2M01212597+1034013,2580167896168944640,4,63.358967,24.249643,-19.2,171.09,RC,4648,7.2,2.4,0.021,0.047,0.0059,0.042,0.0071,0.069,0.0049,1,12.07,0.75,9.77,8.93,0.85,0.029,33.45,1.023,3.97,0.207,0.998,0.0008,0,1.73,0.394,1.25,0.427,12.61,1.37,11.31,1.229,0.28,0.024,0.206,0.0034,-2.301,0.0268,-1.112,0.016,0
220180981,2M04132615+2414587,149863744104690944,8,19.357963,-0.74965,-62.89,137.31,RGB,4485,10.0,1.85,0.035,-0.727,0.0104,-0.712,0.0118,0.3,0.0102,2,13.21,0.862,11.24,10.5,0.74,0.03,10.33,0.075,1.73,0.002,1.041,0.0017,0,1.42,0.032,0.97,0.023,20.56,0.157,18.12,0.14,0.87,0.026,0.131,0.0007,-2.298,0.0086,-1.179,0.0022,0
211081828,2M01172591-0044587,2533770949313635840,4,58.1932,24.279245,-22.51,167.5,RGB,5004,13.7,3.12,0.03,-0.249,0.0082,-0.249,0.0095,0.042,0.0084,1,12.17,0.81,10.56,9.95,0.61,0.031,173.85,0.903,13.74,0.208,1.01,0.0013,0,1.69,0.106,1.36,0.132,5.47,0.168,5.09,0.157,0.31,0.031,0.6,0.0021,-0.828,0.1312,-1.408,0.0019,0
212171241,2M03524636+2416452,66588524420451712,5,127.166907,23.517565,31.19,200.58,RGB,4758,8.4,2.44,0.024,-0.241,0.0065,-0.243,0.0076,0.065,0.0061,1,12.08,0.829,10.32,9.65,0.67,0.032,28.13,0.215,3.24,0.079,1.025,0.0017,0,2.31,0.232,1.73,0.27,15.9,0.785,14.43,0.712,1.05,0.019,0.237,0.0004,-1.654,0.0082,-1.333,0.0012,0
248535284,2M08284005+2331032,678044395377582848,14,161.388372,4.159293,52.2,244.77,RGB,4686,27.8,2.48,0.085,-0.501,0.0239,-0.497,0.0181,0.223,0.0255,2,13.19,0.967,11.44,10.78,0.66,0.034,41.73,1.347,5.21,0.052,1.037,0.0024,0,1.13,0.119,0.83,0.096,9.14,0.347,8.23,0.313,0.51,0.03,0.044,0.001,-2.205,0.0189,-1.2,0.0049,0
210400405,2M10453320+0409334,3857974890691321344,4,58.993412,13.475457,-29.57,176.65,RGB,4880,11.0,2.89,0.027,-0.23,0.0075,-0.233,0.0087,0.075,0.0073,1,12.13,0.698,10.19,9.45,0.73,0.027,85.22,0.914,8.42,0.003,1.014,0.0012,0,1.41,0.045,1.1,0.036,7.14,0.077,6.56,0.071,0.51,0.029,0.236,0.005,-1.771,0.0181,-1.269,0.0067,0
212107680,2M03555841+1328316,38710853773790720,5,126.349093,22.172569,30.04,201.77,RGB,4836,8.5,2.93,0.022,-0.023,0.0059,-0.024,0.007,0.023,0.0053,1,12.1,0.809,10.47,9.85,0.62,0.031,121.16,1.568,10.82,0.019,1.012,0.0011,0,1.49,0.059,1.14,0.046,6.15,0.082,5.62,0.076,1.03,0.02,0.061,0.0012,-1.968,0.0013,-1.263,0.0003,0
206311391,2M08252378+2210212,676308056057044096,3,334.671529,-8.06603,-49.16,53.52,RGB,4959,16.1,3.13,0.036,-0.426,0.0103,-0.428,0.0117,0.247,0.0108,2,12.95,0.989,11.51,10.97,0.54,0.035,130.82,1.633,11.34,0.063,1.013,0.0013,0,1.55,0.068,1.23,0.064,6.04,0.101,5.6,0.094,1.03,0.018,0.028,0.0015,-2.082,0.0031,-1.236,0.0008,0
220286454,2M22184116-0803577,2616477103012969472,8,15.492103,2.349271,-60.41,128.27,RGB,4905,15.7,3.06,0.034,-0.233,0.0101,-0.232,0.0119,0.092,0.0098,1,13.27,1.089,11.71,11.12,0.59,0.038,167.39,3.033,,,,,2,,,,,,,,,0.61,0.022,0.187,0.006,-1.38,0.0232,-1.405,0.0046,0
211024619,2M01015810+0220573,2539044619397287424,4,63.634678,23.362137,-19.62,171.96,RC,4743,8.0,2.45,0.022,-0.078,0.0061,-0.094,0.0072,0.08,0.0054,1,12.1,0.714,9.93,9.12,0.81,0.028,31.86,0.589,3.89,0.065,0.998,0.0005,0,1.62,0.141,1.21,0.144,12.52,0.479,11.35,0.434,0.68,0.02,0.318,0.0016,-1.953,0.0047,-1.204,0.0043,0
248766170,2M04143232+2321436,148997436316873728,14,163.549441,9.861249,57.42,239.32,RC,4870,15.4,2.38,0.037,-0.49,0.0108,-0.5,0.0123,0.252,0.0111,2,13.21,0.858,11.61,11.01,0.6,0.031,29.24,1.062,3.92,0.05,0.996,0.0038,0,1.21,0.146,0.94,0.127,11.3,0.502,10.37,0.461,0.82,0.025,0.037,0.0007,-2.065,0.0022,-1.24,0.0008,0
220241308,2M10541186+0951404,3867875511863244288,8,22.48583,1.378403,-60.02,142.48,RGB,4737,10.1,2.62,0.03,-0.508,0.0082,-0.509,0.0094,0.228,0.0083,2,13.26,0.973,11.67,11.07,0.6,0.034,53.62,0.363,6.24,0.096,1.033,0.0012,0,1.16,0.075,0.86,0.086,8.17,0.257,7.39,0.233,0.33,0.019,0.313,0.0035,-1.369,0.0378,-1.342,0.002,0
229017084,2M01295659+0122422,2558473711414388224,10,190.464616,-1.167114,61.61,297.89,RGB,4738,8.8,2.66,0.027,-0.516,0.0073,-0.519,0.0082,0.257,0.0073,2,12.81,0.832,11.08,10.43,0.65,0.031,62.44,1.166,7.01,0.06,1.032,0.0013,0,1.16,0.076,0.86,0.067,7.55,0.191,6.84,0.173,0.44,0.022,0.255,0.001,-1.716,0.0256,-1.274,0.002,0
210471795,2M12415150-0110016,3683746136419581952,4,60.090082,14.924338,-27.81,176.25,RC,4997,10.9,2.41,0.028,-0.546,0.0071,-0.553,0.0078,0.098,0.0079,1,12.12,0.698,10.12,9.36,0.76,0.027,32.28,0.533,4.03,0.038,0.994,0.0119,0,1.46,0.091,1.18,0.091,11.8,0.296,10.97,0.275,0.59,0.019,0.299,0.0035,-2.15,0.0063,-1.158,0.0035,0
210846597,2M04002161+1455276,39341114454740224,4,57.39317,20.577503,-25.7,169.71,RC,4911,8.9,2.58,0.022,-0.019,0.0058,-0.021,0.0068,0.015,0.0054,1,12.16,0.699,10.4,9.74,0.66,0.027,50.31,1.274,4.67,0.094,0.996,0.0013,0,3.06,0.338,2.4,0.355,13.67,0.65,12.61,0.599,0.69,0.019,0.132,0.0005,-2.395,0.0112,-1.156,0.0027,0
211334958,2M03493436+2034390,63229035359571840,5,129.91318,10.538801,28.77,215.62,RGB,4793,9.1,2.83,0.026,-0.341,0.0069,-0.343,0.0079,0.234,0.0067,2,12.1,0.806,10.44,9.82,0.63,0.031,71.56,0.969,6.98,0.061,1.024,0.0008,0,1.77,0.095,1.34,0.092,8.71,0.193,7.94,0.176,0.51,0.018,0.153,0.0016,-2.092,0.002,-1.219,0.0008,0
212224152,2M08393916+1032196,601395687452792960,16,132.843021,25.111996,36.6,200.61,RGB,4400,6.0,2.1,0.02,0.096,0.0059,0.091,0.0074,0.001,0.0045,1,12.39,0.638,10.3,9.52,0.78,0.024,15.4,0.945,,,,,2,,,,,,,,,0.71,0.028,0.187,0.0005,-1.832,0.0081,-1.285,0.0005,0
210703170,2M08512232+2506431,690032160194701056,"[4, 13]",66.892649,18.408068,-20.61,178.06,RGB,4730,8.1,2.43,0.023,-0.185,0.0064,-0.189,0.0075,0.046,0.0058,1,12.09,0.677,9.83,8.99,0.84,0.026,37.77,0.369,4.28,0.041,1.027,0.0005,0,1.83,0.088,1.36,0.091,12.21,0.262,11.05,0.238,0.42,0.023,0.122,0.0006,-2.01,0.0016,-1.236,0.0021,0
212640681,2M04273423+1824290,3314477458333792768,6,210.683284,-9.661254,49.35,330.53,RGB,4761,14.4,2.37,0.04,-0.719,0.0116,-0.716,0.013,0.283,0.0124,2,12.61,0.858,11.02,10.43,0.6,0.032,41.29,0.386,4.98,0.049,1.037,0.0015,0,1.31,0.063,0.98,0.067,9.88,0.215,8.97,0.196,0.8,0.02,0.06,0.0011,-2.121,0.0028,-1.225,0.0008,0
211090440,2M14024398-0939405,3615453716871746560,4,59.05574,24.412012,-21.87,168.02,RGB,4867,9.1,2.83,0.024,-0.243,0.0064,-0.248,0.0074,0.053,0.0062,1,12.16,0.626,10.41,9.74,0.66,0.024,82.41,0.711,7.89,0.066,1.019,0.0008,0,1.65,0.07,1.28,0.075,7.86,0.148,7.21,0.136,0.49,0.016,0.163,0.0018,-1.301,0.0252,-1.406,0.0046,0
251358409,2M03561337+2424432,65858100803946880,16,139.755171,21.78389,41.71,207.08,RGB,4741,7.4,3.06,0.019,0.239,0.0053,0.226,0.0066,0.032,0.0043,1,12.43,0.714,10.68,10.02,0.66,0.027,167.5,1.757,14.05,0.078,1.008,0.0015,0,1.38,0.053,1.03,0.048,5.04,0.077,4.56,0.07,0.83,0.023,0.112,0.0014,-1.921,0.0027,-1.275,0.0003,0
210830496,2M09190124+2147020,638551067277135360,4,54.738415,20.333164,-27.58,167.86,RGB,4804,8.7,2.88,0.024,-0.238,0.0064,-0.242,0.0075,0.082,0.0061,1,12.15,0.68,10.3,9.6,0.7,0.026,94.97,1.105,8.9,0.072,1.023,0.0009,0,1.57,0.075,1.19,0.074,7.13,0.142,6.5,0.13,1.08,0.018,0.048,0.0003,-2.083,0.0026,-1.235,0.0008,0
201237594,2M03385721+2019593,57403990258328704,1,179.070092,-3.397158,56.7,277.25,RGB,4889,72.9,2.84,0.15,-0.752,0.0418,-0.747,0.0219,0.265,0.0433,2,12.88,0.883,11.35,10.77,0.57,0.032,74.36,0.803,,,,,2,,,,,,,,,1.03,0.022,0.23,0.0019,-1.695,0.006,-1.32,0.0009,0
247348326,2M11561682-0323497,3601010158468521472,13,72.600522,20.970156,-14.81,179.47,RC,5038,13.3,2.47,0.031,-0.487,0.0081,-0.491,0.009,0.09,0.009,1,13.48,0.815,11.56,10.83,0.73,0.028,37.98,0.593,4.19,0.024,0.992,0.0003,0,2.04,0.106,1.66,0.099,12.85,0.249,12.0,0.233,0.58,0.031,0.396,0.0025,-1.542,0.0187,-1.27,0.0093,0
251365777,2M04502412+2058125,3411873057315238912,16,137.645527,22.364697,40.02,205.58,RC,4779,8.7,2.42,0.025,-0.316,0.0067,-0.331,0.0077,0.241,0.0064,2,12.43,0.756,10.69,10.03,0.66,0.028,27.26,1.173,3.92,0.092,0.993,0.0046,0,0.98,0.157,0.74,0.145,10.53,0.67,9.57,0.61,0.31,0.023,0.165,0.0017,-2.905,0.0697,-1.055,0.0131,0
246354440,2M09103492+2221529,686823171086176640,12,352.888039,-1.985332,-58.4,82.28,RGB,4848,14.0,2.54,0.038,-0.803,0.0107,-0.803,0.0116,0.247,0.0121,2,12.95,0.923,11.41,10.83,0.58,0.033,53.1,0.834,6.02,0.073,1.032,0.0014,0,1.31,0.088,1.01,0.091,8.71,0.252,7.98,0.231,0.51,0.022,0.944,0.017,-0.102,0.0899,-1.451,0.0043,0
210384520,2M23313312-0159071,2640688387711425536,4,59.044965,13.103382,-29.78,177.01,RGB,4725,7.1,3.03,0.018,0.336,0.0052,0.306,0.0065,0.028,0.004,2,12.12,0.698,10.01,9.22,0.79,0.027,160.82,1.149,12.43,0.08,1.015,0.0004,0,2.0,0.067,1.48,0.068,6.18,0.091,5.59,0.082,0.41,0.028,0.457,0.0029,-0.99,0.0529,-1.453,0.0042,0
246336805,2M03561079+1306121,38417726548491264,12,349.649704,-2.331239,-56.7,77.1,RGB,4748,9.6,2.85,0.026,-0.126,0.0073,-0.126,0.0086,0.066,0.0065,1,12.93,0.883,11.2,10.55,0.65,0.032,84.73,1.572,8.38,0.035,1.022,0.0012,0,1.42,0.082,1.06,0.065,7.17,0.146,6.5,0.132,1.43,0.022,0.172,0.0009,-1.784,0.0033,-1.306,0.0006,0
206295632,2M23183592-0219524,2637761827060929536,3,334.710214,-8.307848,-49.33,53.24,RGB,4782,9.0,3.02,0.024,-0.041,0.0065,-0.03,0.0078,0.153,0.0058,2,13.33,1.008,11.57,10.9,0.66,0.035,140.29,1.089,12.24,0.022,1.012,0.0011,0,1.41,0.034,1.06,0.028,5.56,0.048,5.06,0.044,0.6,0.044,0.187,0.0008,-1.739,0.0042,-1.291,0.0038,0
206357578,2M22185045-0818282,2616451573727363072,3,333.029648,-7.322907,-47.39,53.14,RGB,4815,14.5,2.54,0.039,-0.689,0.0111,-0.681,0.0124,0.303,0.012,2,13.34,0.947,11.6,10.94,0.66,0.033,49.78,1.351,5.87,0.055,1.031,0.0022,0,1.19,0.107,0.91,0.092,8.59,0.283,7.84,0.259,0.69,0.023,0.358,0.0055,-1.319,0.0225,-1.388,0.0024,0
248575988,2M22120711-0719224,2619725889290212352,14,157.243675,5.236949,49.65,239.33,RGB,4981,24.5,2.28,0.083,-2.36,0.0264,-2.421,0.0191,0.412,0.0398,2,13.24,0.9,11.75,11.19,0.56,0.032,22.22,0.351,3.35,0.077,1.031,0.0037,0,1.0,0.103,0.8,0.122,11.74,0.57,10.9,0.53,0.38,0.021,0.293,0.0053,-1.144,0.0363,-1.456,0.0055,0
220460227,2M10285848+0514130,3861910897505084416,8,18.046723,5.886533,-56.61,132.34,RGB,5138,20.8,2.37,0.045,-0.844,0.0121,-0.869,0.0128,0.27,0.0152,2,13.29,0.904,11.87,11.34,0.53,0.032,30.92,0.411,,,,,2,,,,,,,,,0.32,0.025,0.415,0.0054,-1.257,0.0447,-1.362,0.0023,0
246150665,2M01121121+0553115,2576244877336053760,12,345.368587,-6.046563,-56.42,66.83,RGB,4716,9.7,2.56,0.03,-0.553,0.0082,-0.56,0.0092,0.247,0.0082,2,12.93,0.84,11.12,10.44,0.68,0.031,42.79,0.396,5.13,0.076,1.036,0.0007,0,1.3,0.085,0.96,0.094,9.66,0.3,8.73,0.271,0.32,0.019,0.493,0.0015,-0.975,0.0491,-1.368,0.001,0
210694374,2M23012846-0602476,2634941545375085568,4,64.604927,18.281803,-22.35,176.66,RC,4708,7.8,2.37,0.022,-0.088,0.0061,-0.089,0.0073,0.014,0.0054,1,12.06,0.676,9.49,8.56,0.93,0.026,30.61,0.618,3.53,0.039,0.998,0.0003,0,2.11,0.158,1.55,0.143,14.56,0.436,13.14,0.393,0.47,0.02,0.366,0.0015,-1.206,0.0225,-1.395,0.0011,0
211363753,2M04182518+1816544,47617619512556416,5,126.144658,11.054877,25.64,213.33,RC,4739,14.2,2.46,0.032,0.024,0.0102,0.025,0.0125,0.007,0.0086,1,12.11,0.888,10.37,9.71,0.66,0.034,38.2,0.748,4.44,0.074,0.998,0.0006,0,1.64,0.146,1.22,0.147,11.49,0.444,10.41,0.402,0.83,0.019,0.058,0.0004,-2.22,0.0051,-1.204,0.0013,0
212457247,2M08243471+1103175,601065765245479296,6,204.679063,-13.644861,47.64,320.12,RC,4778,8.6,2.43,0.025,-0.294,0.0066,-0.303,0.0076,0.236,0.0063,2,12.61,0.858,10.89,10.24,0.65,0.032,29.43,1.181,3.74,0.122,0.999,0.0009,0,1.49,0.264,1.12,0.267,12.47,0.954,11.34,0.868,0.54,0.021,0.046,0.0017,-2.249,0.0145,-1.194,0.0037,0
220497189,2M13384297-1338414,3607109115107449856,8,19.393067,6.703052,-55.58,134.47,RC,4985,16.0,2.58,0.036,-0.46,0.0101,-0.478,0.0113,0.109,0.0108,1,13.28,0.884,11.68,11.07,0.6,0.031,29.27,0.538,3.97,0.082,0.995,0.0022,0,1.16,0.115,0.93,0.132,11.04,0.499,10.25,0.464,0.5,0.022,0.229,0.001,-1.629,0.0151,-1.314,0.0011,0
245947301,2M01173433+0642109,2564758588598254592,12,353.903746,-10.942296,-65.92,71.52,RGB,4594,16.4,2.25,0.046,-0.427,0.0142,-0.427,0.0169,0.241,0.0142,2,12.92,1.022,11.06,10.35,0.7,0.037,29.58,1.206,4.07,0.054,1.039,0.0018,0,1.08,0.143,0.76,0.113,10.58,0.514,9.43,0.459,0.32,0.022,0.337,0.0025,-1.72,0.0056,-1.241,0.0071,0
248768195,2M23353689-1056322,2433955252224205312,14,164.343093,9.909427,58.08,240.12,RGB,4631,14.0,2.56,0.04,-0.572,0.0123,-0.584,0.0142,0.281,0.012,2,13.21,0.986,11.44,10.77,0.67,0.035,29.17,0.58,4.01,0.02,1.041,0.001,0,1.1,0.069,0.79,0.053,10.75,0.239,9.63,0.215,0.47,0.021,0.244,0.003,-1.336,0.0284,-1.395,0.0038,0
212404167,2M10572234+0954339,3867912654740510720,6,201.140427,-14.818407,47.29,314.78,RC,4732,11.8,2.36,0.03,-0.209,0.009,-0.21,0.0107,0.167,0.0082,2,12.6,0.92,10.84,10.16,0.67,0.034,30.61,0.961,3.78,0.001,0.999,0.0006,0,1.61,0.152,1.19,0.113,12.72,0.399,11.51,0.362,0.33,0.021,0.529,0.0018,-0.854,0.0461,-1.4,0.0011,0
212115699,2M13243370-1449062,3608066102540626944,16,136.907088,22.330996,39.36,205.35,RGB,4795,9.7,2.71,0.027,-0.313,0.0073,-0.31,0.0084,0.162,0.007,2,12.45,0.772,10.69,10.02,0.67,0.029,46.21,0.604,5.29,0.076,1.024,0.0012,0,1.44,0.1,1.09,0.108,9.79,0.309,8.92,0.282,0.47,0.022,0.208,0.0007,-1.364,0.0226,-1.403,0.0028,0
246289657,2M09073770+2219515,685379065642272640,12,347.286855,-3.27513,-55.85,72.79,RGB,4784,11.4,2.43,0.034,-0.726,0.0092,-0.724,0.0102,0.295,0.01,2,12.94,0.802,11.17,10.5,0.67,0.029,36.44,0.313,4.58,0.067,1.036,0.0016,0,1.26,0.08,0.95,0.091,10.3,0.314,9.37,0.286,0.65,0.021,0.138,0.001,-2.238,0.0135,-1.184,0.0036,0
210387553,2M23090884-0316304,2638004204950210560,4,61.14523,13.175171,-28.21,178.5,RGB,4737,8.5,2.43,0.025,-0.365,0.0068,-0.362,0.0079,0.112,0.0066,1,12.12,0.734,9.96,9.15,0.81,0.029,37.52,1.503,4.45,0.172,1.031,0.0014,0,1.55,0.303,1.15,0.313,11.27,0.982,10.2,0.889,0.46,0.022,0.499,0.0052,-0.744,0.0549,-1.455,0.0023,0
211967447,2M04043485+1310306,3305394946830276608,5,123.450035,19.737236,26.65,203.3,RC,4692,7.8,2.45,0.023,-0.16,0.0063,-0.175,0.0075,0.129,0.0057,2,12.11,0.714,10.4,9.76,0.65,0.028,30.75,0.922,4.1,0.043,0.998,0.002,0,1.18,0.118,0.87,0.097,10.88,0.398,9.81,0.359,0.84,0.03,0.13,0.0008,-2.289,0.0105,-1.171,0.0032,0
206100485,2M08134800+1944140,669557471275760000,3,336.583016,-12.086693,-52.85,49.59,RGB,5057,18.1,2.66,0.049,-1.357,0.0125,-1.349,0.0125,0.3,0.0179,2,12.91,0.953,11.48,10.95,0.53,0.034,65.4,0.761,7.13,0.045,1.019,0.0024,0,1.24,0.054,1.02,0.054,7.65,0.131,7.15,0.124,0.57,0.018,0.236,0.0013,-2.088,0.0114,-1.206,0.0032,0
211728071,2M22261992-1205120,2602176137522595840,16,137.048372,16.297581,37.44,212.66,RGB,5127,22.8,2.36,0.047,-0.771,0.0131,-0.781,0.0141,0.277,0.016,2,12.49,0.812,11.0,10.44,0.56,0.03,27.76,1.452,4.17,0.02,0.985,0.0039,0,0.81,0.128,0.68,0.109,9.48,0.504,8.93,0.475,0.5,0.025,0.581,0.0008,0.71,0.1033,-1.469,0.0223,0
247381372,2M09081160+1617512,610847050749189888,13,73.494857,21.246187,-13.98,179.76,RC,4989,52.0,2.31,0.099,-0.515,0.0244,-0.519,0.0165,0.065,0.0259,1,13.62,0.824,11.74,11.03,0.71,0.028,32.95,0.454,4.09,0.146,0.994,0.0073,0,1.46,0.217,1.17,0.27,11.69,0.85,10.86,0.792,0.47,0.018,0.495,0.0014,-1.614,0.0077,-1.222,0.0054,0
212412361,2M04535876+2114462,3411940853375432192,6,200.899887,-14.633226,47.52,314.49,RGB,4741,12.0,2.35,0.035,-0.683,0.0099,-0.682,0.0111,0.225,0.0104,2,12.61,0.841,10.87,10.21,0.66,0.031,30.61,0.734,3.92,0.049,1.038,0.0016,0,1.39,0.122,1.03,0.11,11.81,0.409,10.7,0.371,0.36,0.024,0.201,0.0068,-2.661,0.046,-1.089,0.0094,0
246245564,2M13233597-1437596,3608265831403884544,12,347.157278,-4.133501,-56.38,71.56,RC,4820,9.1,2.4,0.026,-0.379,0.0068,-0.396,0.0077,0.252,0.0068,2,12.95,0.822,11.22,10.56,0.66,0.03,29.22,0.818,4.1,0.202,0.992,0.0064,0,1.01,0.217,0.77,0.249,10.33,1.058,9.43,0.966,0.41,0.053,0.159,0.0016,-1.389,0.0393,-1.373,0.003,1
210444795,2M23083774-0408006,2635677187373646848,4,63.165054,14.421866,-25.91,178.88,RC,4843,11.8,2.38,0.029,-0.243,0.0082,-0.249,0.0096,0.053,0.0079,1,12.11,0.77,9.89,9.06,0.83,0.03,31.15,0.665,4.24,0.103,0.997,0.004,0,1.07,0.124,0.82,0.136,10.26,0.544,9.4,0.498,0.37,0.026,0.031,0.0027,-1.685,0.015,-1.308,0.0014,0
206020372,2M04123961+1425187,3311598082194561024,3,336.618871,-14.235464,-53.89,46.44,RGB,4804,13.0,3.09,0.032,-0.319,0.0094,-0.324,0.011,0.259,0.0907,2,13.28,0.929,11.57,10.92,0.65,0.033,148.21,1.185,13.16,0.049,1.016,0.0041,0,1.25,0.035,0.94,0.032,5.08,0.056,4.64,0.051,0.87,0.019,0.264,0.0009,-1.948,0.0016,-1.238,0.0003,0
212341801,2M22262852-1414076,2599405467004784640,6,202.197863,-16.348318,45.59,315.79,RGB,4598,14.5,2.53,0.035,0.056,0.0116,0.06,0.0147,0.06,0.0117,1,12.59,0.857,10.65,9.92,0.73,0.032,54.64,0.373,5.81,0.084,1.028,0.0009,0,1.64,0.101,1.17,0.109,9.61,0.286,8.58,0.255,0.77,0.029,0.109,0.0021,-1.571,0.0117,-1.366,0.0025,0
211781371,2M13284748-1620539,3604653317231408128,5,126.297152,17.05179,28.17,207.23,RGB,4733,7.6,3.01,0.021,0.085,0.0057,0.082,0.0069,0.075,0.0048,2,12.12,0.696,10.4,9.76,0.65,0.027,161.98,0.779,13.4,0.048,1.016,0.0008,0,1.51,0.031,1.12,0.03,5.36,0.046,4.85,0.042,0.65,0.02,0.39,0.0006,-1.13,0.0204,-1.455,0.0024,0
220709965,2M08251131+1703064,656041209196111232,8,14.22713,11.753121,-51.1,125.06,RGB,5035,37.4,2.57,0.081,-1.733,0.0254,-1.695,0.0192,0.268,0.0311,2,13.3,0.871,11.78,11.21,0.57,0.03,58.43,0.16,6.56,0.07,1.022,0.0037,0,1.24,0.054,1.01,0.069,8.07,0.174,7.53,0.165,1.25,0.028,0.261,0.0002,-1.598,0.0096,-1.343,0.0013,0
212396528,2M00565451+1145112,2582794908620850176,6,205.041034,-14.993523,46.25,320.07,RGB,4554,9.0,2.35,0.028,-0.316,0.0083,-0.318,0.0098,0.232,0.0073,2,12.58,0.864,10.56,9.81,0.76,0.032,29.82,0.321,3.9,0.044,1.036,0.0007,0,1.32,0.073,0.92,0.072,11.65,0.291,10.34,0.259,0.42,0.019,0.861,0.0022,-0.398,0.1059,-1.218,0.0164,0
206206667,2M13400984-1459366,3605652738941761536,3,335.068201,-9.650204,-50.34,51.77,RGB,4957,13.7,3.03,0.033,-0.542,0.0091,-0.542,0.0101,0.254,0.0099,2,13.17,0.896,11.58,10.98,0.6,0.032,149.93,0.733,13.32,0.048,1.016,0.0025,0,1.23,0.025,0.97,0.027,5.01,0.044,4.64,0.041,0.55,0.019,0.133,0.0015,-1.554,0.0169,-1.358,0.0033,0
246004979,2M22201636-0939007,2615262009520369152,12,355.331727,-9.357658,-65.72,76.67,RGB,4788,9.5,2.61,0.029,-0.646,0.0076,-0.656,0.0084,0.28,0.0081,2,12.96,0.804,11.31,10.69,0.62,0.029,53.54,0.873,6.08,0.032,1.033,0.0011,0,1.29,0.068,0.97,0.057,8.59,0.167,7.82,0.152,0.87,0.031,0.179,0.0017,-1.555,0.0193,-1.357,0.0044,0
246373302,2M23411961-0921275,2435719526005460480,12,346.303636,-1.618348,-53.96,73.5,RGB,4622,8.3,2.63,0.024,-0.076,0.007,-0.08,0.0084,0.113,0.0059,2,12.94,0.945,11.13,10.44,0.69,0.034,61.01,1.034,6.54,0.065,1.029,0.0009,0,1.42,0.092,1.02,0.082,8.47,0.221,7.57,0.198,0.54,0.021,0.268,0.0094,-1.255,0.0376,-1.372,0.0066,0
206032032,2M23051287-0137060,2650436589083870208,3,338.40469,-13.908085,-55.28,48.31,RGB,4628,12.8,2.31,0.038,-0.607,0.0114,-0.62,0.0131,0.301,0.0112,2,13.56,0.967,11.69,10.98,0.71,0.033,25.29,0.271,3.53,0.059,1.04,0.0011,0,1.19,0.089,0.86,0.095,12.05,0.423,10.79,0.379,0.6,0.036,0.397,0.0031,-1.14,0.0343,-1.442,0.0034,0
210527910,2M22333712-1354291,2597963049482942464,4,61.432515,15.869038,-26.22,176.44,RGB,4923,9.5,2.88,0.024,-0.228,0.0063,-0.222,0.0072,0.056,0.0062,1,12.15,0.772,10.14,9.38,0.76,0.03,113.68,0.342,9.61,0.136,1.016,0.0006,0,1.98,0.113,1.55,0.14,7.31,0.208,6.75,0.192,0.3,0.023,0.388,0.004,-0.927,0.093,-1.388,0.0031,0
