epic,apogee,gaia_source,camp,ra,dec,glat,glon,ev,teff,teff_err,logg,logg_err,meh,meh_err,feh,feh_err,alpham,alpham_err,alpha_flags,vmag,vmag_err,jmag,kmag,jk,j_k_err,numax,numax_err,dnu,dnu_err,fdnu,fdnu_err,fdnu_flags,kappa_m,kappa_m_err,mass,mass_err,kappa_r,kappa_r_err,radius,radius_err,para,para_err,ecc,ecc_err,ang_mom,ang_mom_err,tot_energy,tot_energy_err,gaia_binary_flag
211705076,2M08374542+1558546,657961231375051264,"[5, 16, 18]",129.439281,15.981839,30.56,209.68,RGB,4664,7.4,2.87,0.021,0.002,0.006,-0.009,0.0072,0.072,0.005,1,9.25,0.661,7.55,6.91,0.64,0.033,98.01,0.574,9.27,0.091,1.024,0.0008,0,1.46,0.063,1.06,0.069,6.78,0.139,6.09,0.125,3.46,0.02,0.181,0.0002,-1.761,0.0021,-1.311,0.0005,1
212873074,2M13305142-0302596,3637132654493312512,17,202.714263916,-3.04989600182,58.36,321.95,RGB,4789,11.4,2.78,0.029,-0.265,0.0084,-0.275,0.0098,0.058,0.0079,1,6.87,0.608,5.14,4.49,0.66,0.04,49.94,0.411,5.2,0.019,1.026,0.0009,0,1.96,0.056,1.48,0.05,10.97,0.121,9.99,0.111,6.81,0.033,0.167,0.0002,-2.155,0.0006,-1.209,0.0002,0
204651310,2M16593864-2127129,4126325130252374528,11,254.91103,-21.453602,12.79,0.4,RGB,4667,7.1,3.03,0.02,0.191,0.0055,0.174,0.0068,0.027,0.0044,1,9.6,0.539,7.65,6.91,0.74,0.026,148.61,1.503,12.95,0.032,1.016,0.0012,0,1.34,0.043,0.97,0.033,5.26,0.059,4.73,0.053,4.49,0.018,0.047,0.0005,-1.802,0.0008,-1.317,0.0002,0
212386819,2M13364485-1513074,3606298775037819392,6,204.186891,-15.218731,46.25,318.84,RC,4761,8.0,2.47,0.022,-0.051,0.006,-0.057,0.0071,0.01,0.0053,1,9.34,0.622,7.64,7.0,0.64,0.031,32.99,1.205,3.95,0.069,0.998,0.0006,0,1.69,0.219,1.26,0.196,12.54,0.634,11.38,0.575,1.91,0.022,0.157,0.0003,-2.074,0.0006,-1.228,0.0003,0
228774437,2M12441419-0751315,3675439948842715648,10,191.059142,-7.858755,54.97,299.82,RC,5006,9.5,2.85,0.021,0.04,0.0056,0.032,0.0065,-0.019,0.0052,1,9.05,0.671,7.54,6.97,0.57,0.035,89.25,1.575,7.56,0.093,0.993,0.0005,0,2.49,0.18,2.01,0.189,9.27,0.281,8.63,0.261,2.3,0.019,0.07,0.0003,-1.904,0.0012,-1.284,0.0003,0
212349887,2M13394793-1608035,3605235169336614400,6,204.949745,-16.134319,45.17,319.52,RC,4828,8.8,2.46,0.024,-0.235,0.0064,-0.245,0.0074,0.047,0.0061,1,9.59,0.667,7.78,7.09,0.69,0.033,31.61,0.702,3.97,0.035,0.998,0.0007,0,1.46,0.11,1.11,0.097,11.91,0.338,10.89,0.309,1.82,0.022,0.204,0.0006,-1.945,0.0028,-1.253,0.0006,0
204970434,2M16494197-2001358,4130505439095442944,2,252.424878,-20.02663,15.51,0.14,RGB,4827,13.8,2.42,0.035,-0.45,0.01,-0.461,0.0115,0.265,0.0101,2,13.19,0.879,11.33,10.62,0.7,0.031,25.99,0.701,2.98,0.036,1.021,0.0023,0,2.55,0.241,1.95,0.217,17.39,0.63,15.89,0.576,0.41,0.02,0.315,0.002,-0.991,0.0417,-1.53,0.0151,0
228909546,2M12254205-0306337,3693228260274665472,10,186.425228,-3.109376,59.13,290.33,RC,4725,7.8,2.38,0.022,-0.028,0.006,-0.034,0.0072,-0.003,0.0052,1,9.35,0.664,7.55,6.88,0.68,0.033,31.08,0.639,3.69,0.153,0.997,0.0009,0,1.86,0.329,1.37,0.37,13.56,1.158,12.26,1.048,1.74,0.024,0.054,0.0003,-1.935,0.0006,-1.272,0.0002,0
201698245,2M11284829+0336340,3812520972624745472,1,172.201222,3.60947,59.3,259.34,RGB,4665,10.3,2.24,0.032,-0.622,0.0091,-0.629,0.0103,0.282,0.0092,2,12.56,0.819,10.77,10.09,0.68,0.03,27.51,0.835,3.05,0.115,1.024,0.0057,0,2.76,0.486,2.0,0.511,17.56,1.427,15.78,1.283,0.41,0.019,0.319,0.0028,-1.091,0.0446,-1.377,0.0013,0
201495451,2M10544228+0027166,3804835077108840448,14,163.6762,0.454613,51.32,251.66,RC,4662,7.3,2.43,0.021,0.029,0.0059,0.017,0.0072,0.011,0.0049,1,9.84,0.792,7.97,7.26,0.71,0.037,32.03,0.489,4.08,0.039,0.998,0.0004,0,1.36,0.081,0.99,0.075,11.42,0.279,10.26,0.251,1.8,0.02,0.192,0.0005,-1.649,0.0019,-1.343,0.0002,0
206384822,2M22300191-0652342,2622798470238605312,3,337.507967,-6.876174,-50.83,57.51,RGB,4179,5.1,1.82,0.02,0.12,0.0061,0.109,0.0078,0.086,0.0042,2,11.58,0.795,9.34,8.51,0.83,0.032,11.93,0.295,1.95,0.011,1.044,0.0018,0,1.34,0.104,0.83,0.068,18.61,0.506,15.83,0.43,0.69,0.02,0.219,0.0006,-1.39,0.013,-1.411,0.0025,0
247512035,2M05024943+2217174,3418251294206034944,13,75.705981,22.288189,-11.71,180.16,RC,4677,7.3,2.43,0.021,0.079,0.0058,0.072,0.007,-0.003,0.0048,1,10.31,0.625,8.07,7.23,0.83,0.029,33.97,0.707,4.22,0.063,0.998,0.0004,0,1.42,0.123,1.03,0.117,11.34,0.413,10.2,0.372,1.75,0.02,0.038,0.0004,-1.97,0.0007,-1.269,0.0002,0
211623551,2M08413695+1451547,609605736481635200,"[5, 16, 18]",130.403984,14.86522,30.98,211.29,RC,5032,9.9,2.76,0.022,-0.056,0.0058,-0.056,0.0067,-0.02,0.0056,1,9.87,0.658,8.45,7.93,0.53,0.032,90.88,1.456,7.49,0.065,0.993,0.0005,0,2.74,0.162,2.23,0.163,9.63,0.227,8.98,0.212,1.48,0.022,0.045,0.0004,-1.968,0.0007,-1.268,0.0002,0
251566284,2M13291268-0202116,3638370116175271936,17,202.302852,-2.03658,59.45,321.75,RGB,4941,9.3,2.98,0.023,-0.092,0.0059,-0.093,0.0069,0.033,0.0057,1,9.66,0.679,8.06,7.45,0.6,0.032,133.48,1.389,10.88,0.136,1.012,0.0008,0,1.94,0.114,1.54,0.131,6.69,0.181,6.19,0.168,2.68,0.023,0.204,0.0001,-2.052,0.0006,-1.226,0.0004,0
248856910,2M10595542+1204552,3871633230290062336,14,164.98095,12.082016,59.85,237.38,RGB,4800,8.2,2.49,0.022,-0.001,0.0058,-0.007,0.007,0.014,0.0052,1,9.98,0.789,8.2,7.53,0.67,0.037,39.74,0.658,3.66,0.029,1.003,0.0031,0,4.0,0.236,3.03,0.214,17.59,0.403,16.04,0.368,1.08,0.027,0.13,0.0005,-1.964,0.0022,-1.255,0.0003,0
212328705,2M13362612-1642100,3603874691200483328,6,204.108843,-16.702791,44.83,318.21,RGB,4806,9.0,2.59,0.025,-0.359,0.0068,-0.362,0.0077,0.078,0.0067,1,9.71,0.764,7.95,7.28,0.67,0.037,54.21,0.785,5.76,0.039,1.027,0.0007,0,1.66,0.085,1.26,0.077,9.7,0.192,8.84,0.176,2.12,0.027,,,3.653494081471277e+17,3.786320460052492e+17,9.393476648734704e+34,1.1396953720134926e+35,0
228902151,2M12271983-0314176,3693539215906675712,10,186.832636,-3.238244,59.08,291.16,RC,4958,10.3,2.43,0.027,-0.472,0.0069,-0.482,0.0077,0.11,0.0074,1,9.61,0.9,7.99,7.38,0.61,0.044,30.08,1.011,4.23,0.125,0.993,0.0079,0,0.97,0.151,0.77,0.164,9.97,0.677,9.23,0.627,1.67,0.019,0.148,0.0003,-1.669,0.0018,-1.335,0.0003,0
212342710,2M13353650-1619290,3603970421727041024,6,203.90209,-16.324738,45.25,318.07,RC,4699,7.5,2.44,0.021,0.062,0.0058,0.055,0.007,-0.008,0.0049,1,10.16,0.777,8.35,7.66,0.69,0.035,36.61,0.648,4.27,0.061,0.998,0.0004,0,1.69,0.131,1.24,0.13,11.9,0.4,10.73,0.361,1.46,0.021,0.128,0.0003,-1.93,0.002,-1.268,0.0003,0
211342712,2M08532503+1040506,598595708076959872,5,133.354328,10.680743,31.89,217.15,RGB,4638,7.5,2.21,0.023,-0.148,0.0064,-0.155,0.0076,0.032,0.0056,1,9.82,0.642,7.93,7.22,0.71,0.031,16.67,0.867,2.35,0.004,1.03,0.0016,0,1.75,0.273,1.26,0.197,17.96,0.936,16.09,0.839,1.05,0.024,0.127,0.0003,-1.892,0.0009,-1.268,0.0007,0
248833327,2M11001398+1129143,3871457922609751040,14,165.058282,11.487328,59.58,238.43,RGB,4582,7.4,2.58,0.024,-0.277,0.0068,-0.296,0.008,0.199,0.006,2,10.29,0.967,8.45,7.76,0.7,0.043,42.67,0.279,5.13,0.038,1.035,0.0004,0,1.28,0.046,0.91,0.046,9.62,0.156,8.57,0.139,1.66,0.025,0.346,0.0004,-1.32,0.006,-1.404,0.0009,0
211418744,2M08501827+1155212,604967244817098240,"[5, 16, 18]",132.576155,11.922574,31.73,215.45,RC,4743,8.2,2.35,0.023,-0.167,0.0063,-0.175,0.0074,0.024,0.0058,1,9.84,0.65,8.09,7.42,0.66,0.03,26.58,0.443,3.29,0.051,0.999,0.0003,0,1.85,0.147,1.37,0.151,14.62,0.515,13.24,0.467,1.33,0.018,,,4.1446552277892864e+17,4.133240588207849e+17,1.0673197902412323e+35,1.2893250806537148e+35,0
248828012,2M10575784+1121231,3871441365511075840,14,164.491034,11.356444,59.04,238.02,RC,4725,7.8,2.44,0.022,-0.036,0.006,-0.044,0.0072,0.034,0.0052,1,10.4,0.7,8.66,8.01,0.66,0.031,31.43,1.087,4.06,0.211,0.998,0.0033,0,1.3,0.303,0.96,0.332,11.3,1.236,10.22,1.118,1.21,0.018,0.181,0.0004,-2.009,0.0014,-1.237,0.0003,0
247487137,2M04574880+2205410,3412369491113446912,13,74.453361,22.094738,-12.75,179.61,RC,4844,8.9,2.5,0.024,-0.193,0.0063,-0.199,0.0073,0.035,0.006,1,10.44,0.584,8.37,7.59,0.78,0.026,36.98,1.312,4.16,0.043,0.995,0.0009,0,1.93,0.22,1.48,0.185,12.66,0.52,11.59,0.476,1.5,0.024,0.191,0.0004,-1.929,0.0016,-1.263,0.0003,0
211380313,2M08521656+1119380,604696730596495744,"[5, 18]",133.069017,11.327227,31.91,216.32,RGB,4391,6.1,2.12,0.021,-0.012,0.0062,-0.019,0.0077,0.005,0.0048,1,9.88,0.613,7.88,7.12,0.76,0.029,15.88,0.283,2.17,0.059,1.032,0.003,0,2.07,0.251,1.38,0.248,20.04,1.147,17.48,1.0,1.21,0.018,,,3.9883972973478086e+17,3.97608340557814e+17,9.51068113815963e+34,1.1527552893942902e+35,0
228973349,2M12283232-0158166,3693965688979458048,10,187.134705,-1.971285,60.38,291.29,RC,4879,9.3,2.51,0.025,-0.286,0.0065,-0.303,0.0074,0.063,0.0064,1,9.74,0.697,8.11,7.5,0.61,0.033,35.42,0.321,4.34,0.079,0.998,0.0005,0,1.43,0.111,1.11,0.132,11.16,0.418,10.25,0.385,1.52,0.025,0.074,0.0004,-1.97,0.001,-1.262,0.0002,0
212357017,2M13374476-1556555,3605438063591567872,6,204.436505,-15.948768,45.48,318.91,RGB,4729,7.5,2.93,0.02,0.131,0.0056,0.125,0.0068,0.004,0.0046,1,10.34,0.628,8.75,8.14,0.6,0.029,108.61,1.046,9.47,0.061,1.019,0.0006,0,1.82,0.071,1.35,0.067,7.19,0.116,6.5,0.105,1.99,0.024,0.195,0.0002,-1.952,0.0007,-1.254,0.0004,0
204964919,2M16461562-2003089,4130449814981629952,2,251.565111,-20.052492,16.14,359.61,RGB,4560,9.1,2.71,0.024,0.347,0.0074,0.322,0.0096,0.024,0.0054,2,13.5,0.957,11.2,10.35,0.85,0.033,64.73,1.655,,,,,2,,,,,,,,,0.6,0.02,0.2,0.0024,-1.438,0.0186,-1.412,0.0061,0
251541831,2M13223736-0235249,3638103763778784768,17,200.655668,-2.590262,59.35,318.34,RC,4922,9.2,2.63,0.023,-0.121,0.006,-0.132,0.007,0.02,0.0058,1,9.91,0.693,8.37,7.79,0.58,0.033,43.8,0.574,4.63,0.022,0.994,0.0005,0,2.1,0.092,1.65,0.082,12.13,0.196,11.2,0.182,1.32,0.027,0.233,0.0003,-2.073,0.0008,-1.21,0.0009,0
247418635,2M05021404+2132500,3409186130072687616,13,75.558503,21.547243,-12.25,180.69,RGB,4386,6.0,1.96,0.021,0.032,0.0061,0.017,0.0076,-0.013,0.0047,1,10.43,0.632,7.76,6.81,0.95,0.029,10.03,0.165,1.49,0.191,1.029,0.0202,0,2.36,1.215,1.56,1.268,26.88,6.913,23.42,6.024,1.22,0.027,0.167,0.0004,-2.115,0.0027,-1.219,0.0007,0
248404489,2M10501626-0016330,3806259563141801472,14,162.567767,-0.275845,50.02,251.21,RGB,4217,5.2,1.99,0.019,0.194,0.0059,0.183,0.0075,0.063,0.0041,2,10.82,0.721,8.53,7.69,0.84,0.031,16.01,0.45,2.39,0.014,1.042,0.002,0,1.44,0.126,0.9,0.083,16.65,0.507,14.23,0.433,1.07,0.022,0.119,0.0006,-2.121,0.003,-1.218,0.0011,0
212338139,2M13455400-1626403,6295403053470978048,6,206.475032,-16.444536,44.47,321.38,RC,4852,9.4,2.45,0.026,-0.392,0.0068,-0.412,0.0077,0.199,0.0069,2,10.51,0.764,8.72,8.05,0.68,0.033,28.23,0.542,4.18,0.089,0.98,0.0036,0,0.85,0.087,0.65,0.095,9.6,0.448,8.8,0.411,1.28,0.022,0.296,0.0003,-1.677,0.0095,-1.294,0.0016,0
248855088,2M11020356+1202112,3871603474756662272,14,165.514857,12.03647,60.26,238.04,RGB,4717,9.1,2.43,0.029,-0.704,0.0079,-0.713,0.0087,0.294,0.0084,2,11.06,0.722,9.37,8.73,0.64,0.03,36.99,0.879,4.63,0.139,1.039,0.0025,0,1.26,0.176,0.93,0.189,10.24,0.661,9.25,0.597,0.99,0.018,0.316,0.0004,-1.321,0.0072,-1.398,0.0011,0
228759949,2M12434348-0829060,3675261175124003328,10,190.931199,-8.485013,54.34,299.66,RGB,4857,8.8,2.99,0.023,-0.122,0.0061,-0.131,0.0071,0.074,0.0057,1,9.77,0.751,8.29,7.74,0.55,0.035,122.58,0.546,10.82,0.101,1.014,0.0011,0,1.54,0.061,1.19,0.072,6.21,0.119,5.7,0.109,2.63,0.023,0.25,0.0001,-1.632,0.0028,-1.335,0.0002,0
251516597,2M13101740-0327192,3684192920393222144,17,197.572538,-3.455353,59.08,312.12,RGB,4959,9.2,2.9,0.021,0.035,0.0056,0.023,0.0066,0.029,0.0052,1,9.91,0.727,8.3,7.69,0.61,0.034,86.81,0.959,7.61,0.043,1.009,0.0005,0,2.24,0.09,1.78,0.087,8.9,0.141,8.25,0.131,1.84,0.019,0.128,0.0002,-1.802,0.0027,-1.301,0.0005,0
251511306,2M13085863-0340247,3684162649463681024,17,197.244307,-3.673528,58.91,311.43,RGB,4707,7.7,3.0,0.022,-0.035,0.006,-0.045,0.0072,0.106,0.0052,2,10.03,0.774,8.26,7.6,0.67,0.036,118.89,1.255,10.7,0.08,1.021,0.001,0,1.47,0.064,1.08,0.062,6.17,0.113,5.57,0.102,3.78,0.1,0.139,0.0039,-2.08,0.0047,-1.23,0.0018,0
211681778,2M08325628+1540143,657897287902041216,5,128.234525,15.670661,29.37,209.5,RGB,4460,6.6,2.07,0.022,-0.145,0.0065,-0.157,0.0079,0.008,0.0054,1,9.98,0.611,8.02,7.28,0.74,0.028,12.48,0.398,1.78,0.043,1.03,0.0037,0,2.21,0.3,1.5,0.269,23.31,1.348,20.48,1.184,0.92,0.016,0.191,0.0005,-1.942,0.0026,-1.255,0.0004,1
248825984,2M11011196+1118251,3868446772577698304,14,165.299846,11.306998,59.67,239.0,RGB,4253,6.0,1.77,0.024,-0.273,0.007,-0.279,0.0085,0.233,0.0057,2,11.07,0.788,8.83,8.0,0.83,0.034,9.17,0.104,1.41,0.05,1.029,0.005,0,2.21,0.322,1.4,0.316,27.23,1.95,23.37,1.673,0.79,0.028,0.229,0.0006,-1.595,0.0081,-1.34,0.0003,0
201706797,2M11333472+0345127,3800857288853321216,1,173.394706,3.753541,60.13,261.04,RGB,4470,7.2,1.91,0.026,-0.425,0.0073,-0.431,0.0085,0.094,0.0066,1,10.61,0.839,8.48,7.69,0.79,0.037,9.62,0.222,1.44,0.064,1.027,0.0055,0,2.39,0.456,1.62,0.471,27.62,2.541,24.3,2.235,0.81,0.02,0.085,0.0005,-1.735,0.0019,-1.313,0.0003,0
228960322,2M12291348-0212355,3693758396677946880,10,187.306183,-2.209879,60.18,291.72,RC,4853,9.4,2.48,0.026,-0.413,0.0069,-0.43,0.0078,0.244,0.007,2,9.77,0.754,8.16,7.56,0.61,0.036,29.06,0.96,4.11,0.081,0.992,0.0059,0,0.98,0.124,0.76,0.12,10.2,0.524,9.35,0.48,1.58,0.023,0.157,0.0003,-1.511,0.0024,-1.355,0.0003,0
211638342,2M08404352+1504284,609626872016413440,"[5, 16]",130.181354,15.07456,30.87,210.97,RC,4885,9.5,2.42,0.025,-0.341,0.0066,-0.348,0.0075,0.076,0.0067,1,10.12,0.773,8.5,7.89,0.61,0.035,32.65,0.66,4.1,0.039,0.997,0.0003,0,1.41,0.101,1.1,0.094,11.52,0.32,10.59,0.294,1.26,0.023,0.208,0.0005,-1.592,0.0063,-1.35,0.0007,0
247461699,2M04595165+2153455,3412254729586437632,13,74.965212,21.895988,-12.49,180.07,RGB,4772,8.4,2.48,0.023,-0.175,0.0063,-0.176,0.0074,0.043,0.0058,1,10.79,0.736,8.46,7.6,0.86,0.032,44.61,0.784,4.54,0.08,1.023,0.0014,0,2.39,0.211,1.8,0.222,12.85,0.506,11.68,0.46,1.53,0.017,0.138,0.0006,-2.174,0.002,-1.209,0.0005,0
212386335,2M13374424-1513486,3606301420737727488,6,204.43434,-15.230185,46.18,319.17,RGB,4459,7.3,2.0,0.027,-0.537,0.0076,-0.546,0.0088,0.247,0.0071,2,10.64,0.909,8.53,7.74,0.79,0.039,12.53,0.354,1.88,0.032,1.034,0.0034,0,1.82,0.198,1.23,0.169,21.14,0.936,18.57,0.823,0.96,0.021,0.315,0.0006,-1.27,0.0139,-1.434,0.0025,0
229013758,2M12253254-0114217,3694838735571363328,10,186.38562,-1.239381,60.96,289.51,RGB,4419,5.9,2.37,0.019,0.189,0.0057,0.162,0.0072,-0.009,0.0042,1,9.78,0.646,7.74,6.98,0.76,0.03,29.15,0.332,3.63,0.072,1.033,0.0012,0,1.63,0.141,1.09,0.142,13.13,0.542,11.49,0.474,1.75,0.019,0.188,0.0003,-1.61,0.0043,-1.354,0.0007,0
206028891,2M22340023-1359399,2597949095133966848,3,338.500991,-13.994422,-55.4,48.25,RC,4980,10.7,2.37,0.028,-0.542,0.0071,-0.551,0.0078,0.191,0.0079,2,11.99,0.88,10.24,9.58,0.66,0.034,24.53,1.027,3.52,0.016,0.994,0.0067,0,1.1,0.14,0.88,0.114,11.76,0.504,10.92,0.468,0.61,0.023,0.192,0.0005,-1.573,0.015,-1.346,0.0023,0
222924691,2M17465424-2646515,4066826471579482112,11,266.726013,-26.780981,0.88,1.99,RGB,4613,7.9,2.13,0.026,-0.456,0.0072,-0.458,0.0083,0.097,0.0069,1,11.11,1.073,8.56,7.65,0.92,0.045,15.23,0.707,2.11,0.033,1.032,0.0033,0,2.02,0.309,1.44,0.247,20.22,1.131,18.07,1.011,0.91,0.024,0.053,0.0006,-1.657,0.0084,-1.351,0.0021,0
251604004,2M13415866-0113582,3661657055192585728,17,205.494447,-1.232857,59.14,328.17,RGB,4765,8.0,2.97,0.022,-0.021,0.0059,-0.032,0.0071,0.051,0.0052,1,10.04,0.653,8.35,7.71,0.64,0.03,99.2,0.814,9.38,0.094,1.017,0.0013,0,1.45,0.068,1.08,0.074,6.7,0.145,6.09,0.132,1.94,0.24,0.083,0.0017,-1.689,0.0467,-1.34,0.011,1
201696231,2M11270384+0334346,3812529360696156160,1,171.766019,3.576281,59.0,258.71,RGB,4502,7.3,2.23,0.026,-0.415,0.0072,-0.418,0.0084,0.248,0.0065,2,12.18,0.795,10.27,9.55,0.72,0.03,20.36,1.36,2.71,0.134,1.034,0.0066,0,1.8,0.507,1.24,0.46,16.49,1.969,14.56,1.738,0.51,0.023,0.17,0.0013,-1.58,0.0111,-1.34,0.0009,0
211457136,2M08463032+1230286,602069378843366400,16,131.626338,12.507967,31.12,214.37,RGB,4823,8.0,3.08,0.02,0.184,0.0054,0.169,0.0066,0.004,0.0046,1,10.11,0.759,8.53,7.94,0.59,0.035,169.11,1.538,13.59,0.063,1.01,0.0009,0,1.62,0.054,1.24,0.05,5.43,0.071,4.96,0.065,2.59,0.022,0.09,0.0002,-1.854,0.0014,-1.298,0.0003,0
248814813,2M10591709+1101547,3868415372072430592,14,164.82124,11.031874,59.12,238.9,RGB,4715,8.4,2.41,0.025,-0.379,0.0069,-0.384,0.0079,0.099,0.0066,1,11.24,0.783,9.52,8.87,0.65,0.033,34.1,0.333,4.16,0.053,1.033,0.0007,0,1.52,0.089,1.12,0.096,11.7,0.319,10.57,0.289,0.81,0.017,0.091,0.0006,-1.951,0.0017,-1.253,0.0008,0
212345443,2M13384402-1615061,3605413702537073152,6,204.683417,-16.251703,45.13,319.12,RC,4666,7.3,2.43,0.021,0.074,0.0058,0.07,0.007,0.022,0.0048,1,10.96,0.685,9.18,8.5,0.67,0.029,34.25,0.751,4.2,0.008,0.998,0.0002,0,1.48,0.098,1.07,0.072,11.52,0.256,10.36,0.231,1.04,0.018,0.131,0.0006,-1.94,0.0038,-1.261,0.0009,0
211444688,2M08543353+1219079,605044863465523328,16,133.639747,12.318874,32.84,215.53,RGB,4969,10.1,2.87,0.026,-0.345,0.0065,-0.343,0.0074,0.129,0.0068,1,10.12,0.568,8.57,7.99,0.58,0.026,74.67,1.031,,,,,2,,,,,,,,,1.8,0.023,0.115,0.0006,-2.161,0.0023,-1.214,0.0007,0
247538934,2M05001261+2229345,3412312282147893248,13,75.052545,22.492937,-12.07,179.62,RGB,4887,9.3,3.01,0.025,-0.27,0.0064,-0.276,0.0074,0.083,0.0064,1,10.91,0.962,8.94,8.19,0.74,0.04,124.93,0.911,11.16,0.032,1.016,0.001,0,1.44,0.036,1.12,0.032,5.96,0.055,5.48,0.051,2.25,0.026,0.164,0.0003,-2.265,0.0033,-1.184,0.0009,0
204928057,2M16461113-2013326,4130443179249001984,2,251.546405,-20.225731,16.04,359.46,RGB,4591,9.5,2.3,0.029,-0.339,0.0085,-0.347,0.0101,0.121,0.0077,1,12.54,0.818,10.25,9.41,0.84,0.03,20.47,0.708,2.95,0.043,1.038,0.0018,0,1.3,0.155,0.92,0.128,13.99,0.633,12.47,0.565,0.62,0.017,0.164,0.0004,-1.768,0.0075,-1.308,0.0014,0
248812164,2M11014564+1058020,3868378053100964864,14,165.440174,10.96723,59.58,239.7,RGB,4604,7.7,2.43,0.025,-0.385,0.007,-0.392,0.0082,0.219,0.0065,2,11.22,0.801,9.28,8.55,0.73,0.033,33.87,0.801,4.09,0.014,1.034,0.0014,0,1.59,0.115,1.13,0.084,12.0,0.296,10.71,0.264,1.0,0.025,0.213,0.0003,-1.681,0.0069,-1.317,0.0006,0
228956836,2M12262872-0216143,3693862334885140480,10,186.619696,-2.270659,59.99,290.39,RGB,4534,7.2,2.38,0.024,-0.304,0.0069,-0.314,0.0081,0.238,0.0061,2,9.86,0.805,7.91,7.18,0.73,0.038,29.16,0.488,3.77,0.145,1.036,0.002,0,1.41,0.227,0.98,0.243,12.18,0.958,10.79,0.849,1.77,0.023,,,3.931658950464153e+17,3.75495135686633e+17,1.019437731762367e+35,1.1993493432187998e+35,0
251594854,2M13261351-0126162,3638650908252555264,17,201.556293,-1.437837,60.23,320.66,RGB,4685,7.7,2.73,0.023,-0.129,0.0063,-0.141,0.0074,0.181,0.0055,2,10.32,0.797,8.55,7.87,0.67,0.036,69.22,0.8,6.7,0.085,1.025,0.0005,0,1.88,0.116,1.37,0.12,9.14,0.255,8.23,0.23,1.95,0.08,0.143,0.0015,-1.575,0.0196,-1.371,0.0046,0
211692432,2M08303709+1548502,652662341243922560,"[5, 18]",127.654567,15.81397,28.91,209.1,RGB,4640,7.6,2.6,0.024,-0.227,0.0066,-0.236,0.0077,0.133,0.0059,1,10.16,0.875,8.44,7.78,0.65,0.039,49.34,1.047,5.69,0.027,1.032,0.0006,0,1.32,0.088,0.95,0.067,9.06,0.211,8.12,0.189,1.74,0.023,0.025,0.0004,-1.946,0.001,-1.268,0.0002,0
228878301,2M12271446-0338449,3693137924226128896,10,186.810266,-3.645807,58.68,291.26,RGB,4725,8.2,2.45,0.024,-0.246,0.0065,-0.249,0.0076,0.037,0.0061,1,9.96,0.74,8.19,7.52,0.67,0.035,37.06,0.389,4.29,0.115,1.029,0.0009,0,1.72,0.192,1.27,0.219,11.94,0.652,10.8,0.59,1.27,0.074,0.148,0.0027,-1.866,0.0148,-1.279,0.004,1
247481593,2M04595388+2203098,3412265724702460928,13,74.97451,22.052736,-12.39,179.94,RGB,4489,6.7,1.91,0.022,-0.118,0.0064,-0.128,0.0078,-0.02,0.0053,1,10.83,0.624,8.26,7.33,0.93,0.027,9.93,0.711,1.28,0.016,1.011,0.0128,0,4.17,0.92,2.86,0.654,35.96,2.728,31.69,2.405,0.68,0.016,0.067,0.0005,-2.287,0.007,-1.188,0.0017,0
251524946,2M13071882-0308067,3684398357268979200,17,196.828438,-3.135208,59.5,310.76,RGB,5039,11.0,3.06,0.027,-0.481,0.0068,-0.486,0.0075,0.102,0.0076,1,10.37,0.705,8.9,8.36,0.55,0.032,130.22,1.145,11.45,0.143,1.011,0.0014,0,1.47,0.083,1.2,0.1,5.9,0.156,5.51,0.146,2.07,0.053,0.089,0.0016,-1.984,0.0046,-1.258,0.0012,1
206476223,2M22342067-0520348,2624569611672100352,3,338.586164,-5.343015,-50.78,60.47,RGB,4807,8.3,3.09,0.022,-0.014,0.0059,-0.013,0.007,0.093,0.0052,2,11.58,0.823,9.75,9.06,0.69,0.033,167.32,1.192,13.33,0.007,1.015,0.0007,0,1.7,0.037,1.29,0.028,5.6,0.04,5.1,0.037,1.75,0.019,0.328,0.0012,-1.256,0.0069,-1.443,0.0012,0
201709805,2M11325390+0348167,3812869556465831936,1,173.224618,3.804654,60.07,260.71,RGB,4930,17.7,2.35,0.058,-1.796,0.0148,-1.742,0.0142,0.319,0.0232,2,12.87,0.953,11.43,10.89,0.53,0.035,29.32,0.595,4.33,0.109,1.038,0.003,0,0.82,0.096,0.65,0.11,9.28,0.503,8.57,0.465,0.42,0.021,,,0.02,0.0549,-1.248,0.0306,0
212342273,2M13403423-1620079,3605214312975389696,6,205.142646,-16.335554,44.93,319.69,RC,4677,7.3,2.46,0.021,0.064,0.0058,0.051,0.0071,0.015,0.0048,1,11.1,0.824,9.22,8.51,0.71,0.035,34.97,0.781,4.16,0.04,0.998,0.0004,0,1.64,0.127,1.2,0.108,12.03,0.355,10.82,0.319,0.99,0.022,0.154,0.0004,-1.815,0.0049,-1.292,0.0007,0
211353766,2M08475360+1052557,598749158668703616,5,131.973351,10.882154,30.75,216.26,RGB,4733,8.4,2.24,0.025,-0.307,0.0067,-0.313,0.0077,0.071,0.0063,1,10.15,0.702,8.3,7.6,0.7,0.033,27.35,0.996,3.62,0.039,1.031,0.0011,0,1.37,0.161,1.01,0.131,12.4,0.525,11.22,0.475,1.27,0.018,0.227,0.0005,-1.878,0.0034,-1.267,0.0012,0
