,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,1.0,0.0,11.0,4.0,8.0,3.0,0.0
1,0.0,0.0,0.0,3.0,146.0,621.0,2258.0,6507.0,12746.0,7041.0
2,0.0,0.0,0.0,0.0,258.0,1491.0,4167.0,8871.0,12370.0,5305.0
3,0.0,0.0,0.0,0.0,138.0,991.0,3027.0,6251.0,8146.0,3153.0
4,0.0,0.0,0.0,0.0,85.0,492.0,1321.0,2990.0,5771.0,4209.0
5,0.0,0.0,0.0,0.0,42.0,263.0,618.0,1325.0,2348.0,1842.0
6,0.0,0.0,0.0,0.0,27.0,176.0,318.0,600.0,856.0,252.0
7,0.0,0.0,0.0,0.0,12.0,118.0,188.0,315.0,547.0,234.0
8,0.0,0.0,0.0,0.0,0.0,57.0,108.0,170.0,291.0,124.0
9,0.0,0.0,0.0,0.0,0.0,3.0,10.0,17.0,41.0,15.0
